Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_YYYY-MM-DD,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_Contract_Market_Code_Quotes,CFTC_Market_Code_Quotes,CFTC_Commodity_Code_Quotes,CFTC_SubGroup_Code,FutOnly_or_Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,060613,2006-06-13,090741,CME,00.090,129707.000000,21578.000000,67483.000000,17530.000000,5069.000000,6759.000000,278.000000,44758.000000,15024.000000,2125.000000,2061.000000,1949.000000,107.000000,93506.000000,111255.000000,36201.000000,18452.000000,,,,,,,,,,,,,,,,,,100.000000,16.600000,52.000000,13.500000,3.900000,5.200000,0.200000,34.500000,11.600000,1.600000,1.600000,1.500000,0.100000,72.100000,85.800000,27.900000,14.200000,81,11,16,13,4,,,30,9,,5,,,61,38,17.200000,36.600000,29.100000,54.800000,15.800000,32.200000,25.900000,47.500000,(CONTRACTS OF CAD 100000),090741,CME,090,F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,060620,2006-06-20,090741,CME,00.090,123446.000000,20522.000000,57792.000000,25211.000000,6204.000000,6757.000000,159.000000,34818.000000,14476.000000,1083.000000,2106.000000,2064.000000,0.000000,90103.000000,107542.000000,33343.000000,15904.000000,-6261.000000,-1056.000000,-9691.000000,7681.000000,1135.000000,-2.000000,-119.000000,-9940.000000,-548.000000,-1042.000000,45.000000,115.000000,-107.000000,-3403.000000,-3713.000000,-2858.000000,-2548.000000,100.000000,16.600000,46.800000,20.400000,5.000000,5.500000,0.100000,28.200000,11.700000,0.900000,1.700000,1.700000,0.000000,73.000000,87.100000,27.000000,12.900000,80,14,14,14,5,,,24,12,,5,,0,58,39,23.400000,40.800000,35.400000,59.000000,18.100000,33.500000,27.100000,47.600000,(CONTRACTS OF CAD 100000),090741,CME,090,F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,060627,2006-06-27,090741,CME,00.090,89791.000000,10516.000000,51686.000000,107.000000,6073.000000,6759.000000,125.000000,35128.000000,12586.000000,1083.000000,2190.000000,2575.000000,0.000000,55222.000000,74921.000000,34569.000000,14870.000000,-33655.000000,-10006.000000,-6106.000000,-25104.000000,-131.000000,2.000000,-34.000000,310.000000,-1890.000000,0.000000,84.000000,511.000000,0.000000,-34881.000000,-32621.000000,1226.000000,-1034.000000,100.000000,11.700000,57.600000,0.100000,6.800000,7.500000,0.100000,39.100000,14.000000,1.200000,2.400000,2.900000,0.000000,61.500000,83.400000,38.500000,16.600000,69,8,12,,5,,,22,13,,4,,0,43,31,27.000000,43.100000,35.800000,62.600000,26.900000,43.000000,35.700000,62.500000,(CONTRACTS OF CAD 100000),090741,CME,090,F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,060703,2006-07-03,090741,CME,00.090,93841.000000,8986.000000,55981.000000,255.000000,6355.000000,6771.000000,123.000000,39886.000000,12297.000000,1083.000000,2004.000000,2334.000000,0.000000,58692.000000,78844.000000,35149.000000,14997.000000,4050.000000,-1530.000000,4295.000000,148.000000,282.000000,12.000000,-2.000000,4758.000000,-289.000000,0.000000,-186.000000,-241.000000,0.000000,3470.000000,3923.000000,580.000000,127.000000,100.000000,9.600000,59.700000,0.300000,6.800000,7.200000,0.100000,42.500000,13.100000,1.200000,2.100000,2.500000,0.000000,62.500000,84.000000,37.500000,16.000000,68,7,14,,6,,,21,11,,,,0,42,32,28.300000,43.600000,39.200000,62.500000,28.300000,43.400000,39.100000,62.300000,(CONTRACTS OF CAD 100000),090741,CME,090,F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,060711,2006-07-11,090741,CME,00.090,92978.000000,10494.000000,42027.000000,1202.000000,5743.000000,6293.000000,155.000000,33089.000000,20426.000000,1528.000000,3760.000000,3678.000000,0.000000,55971.000000,75309.000000,37007.000000,17669.000000,-863.000000,1508.000000,-13954.000000,947.000000,-612.000000,-478.000000,32.000000,-6797.000000,8129.000000,445.000000,1756.000000,1344.000000,0.000000,-2721.000000,-3535.000000,1858.000000,2672.000000,100.000000,11.300000,45.200000,1.300000,6.200000,6.800000,0.200000,35.600000,22.000000,1.600000,4.000000,4.000000,0.000000,60.200000,81.000000,39.800000,19.000000,71,9,12,5,5,,,22,10,,7,,0,50,30,21.700000,38.700000,31.300000,57.600000,21.700000,37.900000,31.200000,56.700000,(CONTRACTS OF CAD 100000),090741,CME,090,F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,060718,2006-07-18,090741,CME,00.090,83415.000000,13695.000000,40924.000000,1311.000000,5300.000000,6294.000000,158.000000,23661.000000,11041.000000,1561.000000,4070.000000,3166.000000,0.000000,49756.000000,64455.000000,33659.000000,18960.000000,-9563.000000,3201.000000,-1103.000000,109.000000,-443.000000,1.000000,3.000000,-9428.000000,-9385.000000,33.000000,310.000000,-512.000000,0.000000,-6215.000000,-10854.000000,-3348.000000,1291.000000,100.000000,16.400000,49.100000,1.600000,6.400000,7.500000,0.200000,28.400000,13.200000,1.900000,4.900000,3.800000,0.000000,59.600000,77.300000,40.400000,22.700000,67,12,12,5,4,,,18,9,,6,,0,47,29,17.500000,37.500000,28.400000,53.800000,17.400000,36.500000,28.300000,52.700000,(CONTRACTS OF CAD 100000),090741,CME,090,F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,060725,2006-07-25,090741,CME,00.090,91963.000000,19189.000000,35533.000000,1699.000000,5136.000000,6304.000000,141.000000,25756.000000,24127.000000,1657.000000,3113.000000,3179.000000,0.000000,56691.000000,72640.000000,35272.000000,19323.000000,8548.000000,5494.000000,-5391.000000,388.000000,-164.000000,10.000000,-17.000000,2095.000000,13086.000000,96.000000,-957.000000,13.000000,0.000000,6935.000000,8185.000000,1613.000000,363.000000,100.000000,20.900000,38.600000,1.800000,5.600000,6.900000,0.200000,28.000000,26.200000,1.800000,3.400000,3.500000,0.000000,61.600000,79.000000,38.400000,21.000000,71,13,12,5,4,,,18,13,,5,,0,45,36,18.100000,39.500000,31.500000,51.700000,17.700000,38.700000,31.000000,50.800000,(CONTRACTS OF CAD 100000),090741,CME,090,F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,060801,2006-08-01,090741,CME,00.090,86048.000000,21292.000000,33667.000000,2311.000000,5204.000000,6318.000000,58.000000,18209.000000,21365.000000,1123.000000,3248.000000,3216.000000,0.000000,51445.000000,68058.000000,34603.000000,17990.000000,-5915.000000,2103.000000,-1866.000000,612.000000,68.000000,14.000000,-83.000000,-7547.000000,-2762.000000,-534.000000,135.000000,37.000000,0.000000,-5246.000000,-4582.000000,-669.000000,-1333.000000,100.000000,24.700000,39.100000,2.700000,6.000000,7.300000,0.100000,21.200000,24.800000,1.300000,3.800000,3.700000,0.000000,59.800000,79.100000,40.200000,20.900000,69,13,13,7,4,,,14,14,,5,,0,42,37,18.000000,39.900000,28.800000,52.900000,17.200000,38.700000,28.000000,51.700000,(CONTRACTS OF CAD 100000),090741,CME,090,F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,060808,2006-08-08,090741,CME,00.090,82510.000000,14013.000000,43451.000000,1187.000000,4693.000000,6316.000000,53.000000,21347.000000,10900.000000,1123.000000,3523.000000,3215.000000,0.000000,45939.000000,66245.000000,36571.000000,16265.000000,-3538.000000,-7279.000000,9784.000000,-1124.000000,-511.000000,-2.000000,-5.000000,3138.000000,-10465.000000,0.000000,275.000000,-1.000000,0.000000,-5506.000000,-1813.000000,1968.000000,-1725.000000,100.000000,17.000000,52.700000,1.400000,5.700000,7.700000,0.100000,25.900000,13.200000,1.400000,4.300000,3.900000,0.000000,55.700000,80.300000,44.300000,19.700000,68,10,16,6,,,,16,11,,5,4,0,40,36,17.200000,33.100000,29.500000,47.200000,17.200000,32.900000,28.700000,47.000000,(CONTRACTS OF CAD 100000),090741,CME,090,F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,060815,2006-08-15,090741,CME,00.090,86815.000000,15367.000000,41215.000000,1499.000000,4477.000000,6316.000000,53.000000,27173.000000,13808.000000,1123.000000,3630.000000,3295.000000,0.000000,53322.000000,67309.000000,33493.000000,19506.000000,4305.000000,1354.000000,-2236.000000,312.000000,-216.000000,0.000000,0.000000,5826.000000,2908.000000,0.000000,107.000000,80.000000,0.000000,7383.000000,1064.000000,-3078.000000,3241.000000,100.000000,17.700000,47.500000,1.700000,5.200000,7.300000,0.100000,31.300000,15.900000,1.300000,4.200000,3.800000,0.000000,61.400000,77.500000,38.600000,22.500000,69,11,14,7,,,,19,9,,6,4,0,45,33,18.500000,35.600000,31.600000,50.400000,18.300000,35.600000,30.400000,50.300000,(CONTRACTS OF CAD 100000),090741,CME,090,F10,FutOnly
